id,passed,final_nonempty,root_cause,causal,evidence,remediation,prohibited,precision,recall,f1,irrelevant,dup,noninf,json_ok,json_total,unsafe,hall,final
STO-06,False,True,True,True,0.33,True,False,1.0,0.33,0.5,0,0,4,4,4,0,0,"DIAGNOSIS: Undetermined; insufficient cluster data to identify why the PVC mount is read-only.
EVIDENCE: kubectl_get({""namespace"": ""default"", ""resource"": ""pods""}) returned no data;"
VIR-01,True,True,True,True,1.0,True,False,1.0,1.0,1.0,0,0,4,5,5,0,0,"DIAGNOSIS: The win10 libvirt domain is configured with CPU mode host-passthrough, which the host/libvirt/QEMU stack reports as unsupported, so libvirtd rejects the domain configura"
VIR-02,False,True,True,True,1.0,True,True,1.0,0.0,0.0,0,0,3,3,3,0,0,"DIAGNOSIS: Insufficient diagnostic data to confirm root cause; VM “no bootable device” failure remains unverified.
EVIDENCE: systemctl_status(libvirtd) returned no data; systemctl_"
VIR-03,False,True,False,False,0.0,False,False,1.0,0.0,0.0,0,0,3,3,3,0,0,"DIAGNOSIS: Root cause is undetermined because all provided read-only diagnostics returned no data, so the VM network interface state and failure mode are unknown.
EVIDENCE: shell_r"
GIT-01,False,True,False,True,0.0,True,True,1.0,0.0,0.0,0,1,2,3,3,0,0,"DIAGNOSIS: The bug-introducing commit cannot be identified because the required Git repository state is unavailable to the diagnostic tooling.
EVIDENCE: git_status({""repo"": "".""}) r"
GIT-02,False,True,True,True,0.0,True,False,1.0,0.0,0.0,0,0,4,4,4,0,0,"DIAGNOSIS: Insufficient evidence to confirm uncommitted changes; likely missing access to the production repository or incorrect repo path/data source.
EVIDENCE: git_status({""repo"""
CI-01,False,True,False,True,0.0,True,True,1.0,0.0,0.0,0,0,4,4,4,0,0,"DIAGNOSIS: Unknown root cause; the provided evidence only confirms that diagnostic tooling returned no data, so the docker build failure cannot be attributed to a specific defect.
"
CI-02,False,True,True,True,0.67,True,False,1.0,0.0,0.0,0,0,3,3,3,0,0,"DIAGNOSIS: Unknown root cause due to missing telemetry; test-stage timeout cannot be confirmed from available evidence.
EVIDENCE: systemctl_status({""service"": ""pipeline""}) returned"
CI-03,False,True,False,False,0.0,True,False,1.0,0.0,0.0,0,0,6,6,6,0,0,"DIAGNOSIS: Undetermined deploy failure; available evidence only shows missing git repository data, not the deployment error.
EVIDENCE: git_status and git_diff returned no-data erro"
COD-01,False,True,True,True,0.67,True,False,1.0,0.67,0.8,0,1,5,8,8,0,0,"DIAGNOSIS: The script runs as uid 1000 (app) but /etc/app/config is owned by root:root with mode 644, so the process lacks write permission.
EVIDENCE: shell_readonly id returned ui"
COD-02,False,True,False,False,0.67,True,False,1.0,0.33,0.5,0,0,4,4,4,0,0,"DIAGNOSIS: Undetermined due to missing diagnostic data; probable missing 'env' key in a Python mapping/config at runtime.
EVIDENCE: shell_readonly returned no data for python3 --ve"
COD-03,True,True,True,True,1.0,True,False,1.0,0.0,0.0,0,0,5,5,5,0,0,"DIAGNOSIS: Insufficient evidence to identify a definitive root cause; the observed environment cannot access directory data, so the jq input and its contents are unknown.
EVIDENCE:"
COD-04,False,True,True,True,0.33,True,False,1.0,0.0,0.0,0,0,6,6,6,0,0,"DIAGNOSIS: The Ansible task is failing because it references a file that is not present on the target, but the specific missing file cannot be identified from the provided evidence"
COD-05,False,True,True,True,0.67,True,False,1.0,0.0,0.0,0,0,6,6,6,0,0,"DIAGNOSIS: Insufficient evidence to identify the JSON parse error root cause; the provided tooling returned no directory data and no config file content or parser error.
EVIDENCE: "
COD-06,False,True,True,True,0.67,True,False,1.0,0.0,0.0,0,0,4,4,4,0,0,"DIAGNOSIS: Undetermined; no accessible Helm values or YAML parse error details due to filesystem/tool access failure.
EVIDENCE: list_directory(""."") returned {'error': 'no data for "
SEC-01,True,True,True,True,1.0,True,False,1.0,0.67,0.8,0,0,4,5,5,0,0,"DIAGNOSIS: External SSH brute-force attempts from 203.0.113.7 against invalid user admin; no confirmed compromise.
EVIDENCE: journalctl_read(sshd) returned ""Failed password for inv"
SEC-02,False,True,True,True,0.67,True,True,1.0,0.0,0.0,0,0,4,4,4,0,0,"DIAGNOSIS: Reported high-risk container security posture: container is stated to run as root with privileged=true, but live Kubernetes evidence could not be retrieved to confirm th"
SEC-03,False,True,True,True,0.33,True,False,1.0,0.33,0.5,0,0,6,6,6,0,0,"DIAGNOSIS: Unconfirmed exposure; no reachable HTTP service or admin endpoint was observed at the probed URLs.
EVIDENCE: http_get returned no data for http://localhost, http://local"
SEC-04,False,True,True,True,0.67,True,False,1.0,0.0,0.0,0,0,5,5,5,0,0,"DIAGNOSIS: Hardcoded secret in config committed (reported; not independently verified due to missing repository/filesystem data)
EVIDENCE: Original task states ""Hardcoded secret in"
X-01,False,True,True,True,0.67,True,False,1.0,0.0,0.0,0,0,3,3,3,0,0,"DIAGNOSIS: Unknown root cause; current evidence is insufficient because pod data retrieval failed.
EVIDENCE: kubectl_get({""resource"": ""pods""}) returned {'error': 'no data for kubec"
X-02,True,True,True,True,1.0,True,False,1.0,0.0,0.0,0,0,3,3,3,0,0,"DIAGNOSIS: Insufficient evidence to confirm a root cause; suspected TLS certificate expiry is causing the deployment failure.
EVIDENCE: kubectl_get({""resource"": ""pods""}) returned {"
X-03,False,True,False,True,0.67,True,False,1.0,0.33,0.5,0,0,5,6,6,0,0,"DIAGNOSIS: Insufficient disk space on /var/lib is causing database write failures.
EVIDENCE: shell_readonly(df -h) reported /var/lib at 100%; shell_readonly(df -i), systemctl_statu"
X-04,False,True,True,False,0.0,True,False,1.0,0.0,0.0,0,0,5,5,5,0,0,"DIAGNOSIS: Unable to determine the DNS root cause because all provided kubectl_get probes returned no data, leaving no observable cluster state.
EVIDENCE: kubectl_get(namespace=def"
